gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulate
FLJ41562,0.040604196,7.290669272,2.862840834,0.004467429,0.013956053,-2.483304816,unchanged
LOC402679,0.040603974,7.294091236,2.890588808,0.004100358,0.013143815,-2.40719618,unchanged
PCDHAC1,0.040599581,7.273505415,2.451278409,0.014753937,0.034723095,-3.529696649,unchanged
GABRQ,0.04059469,7.26410274,2.719428753,0.006886068,0.019303224,-2.865518418,unchanged
FLJ25404,0.040587047,7.40094379,2.278756174,0.023321035,0.049803627,-3.921913735,unchanged
TUBB6,0.040583774,7.79968331,0.817472732,0.414249065,0.507884577,-6.114485302,unchanged
FMNL2,0.040583107,7.270792337,2.676164201,0.007819292,0.021324849,-2.977144068,unchanged
ZNF432,-0.040582868,7.74251303,-2.095711388,0.036870531,0.07193954,-4.30772529,unchanged
LOC147646,0.040582488,7.306532727,3.110498106,0.002030854,0.007858652,-1.779462282,unchanged
LOC100133479,0.040581626,7.271504275,2.493704192,0.013131724,0.031757393,-3.429019612,unchanged
LOC728255,0.040574901,7.267054479,2.78905121,0.005593637,0.016517075,-2.682301322,unchanged
RBP1,0.040573723,7.295966604,2.827063164,0.004984815,0.015140407,-2.58040776,unchanged
C14orf118,-0.040572046,7.789950417,-1.872210513,0.062063113,0.109269325,-4.736136103,unchanged
C9orf144B,0.040571884,7.253887539,2.150408849,0.032250101,0.064502255,-4.195722017,unchanged
LOC652875,0.040565139,7.258452528,2.220214544,0.027084257,0.056027971,-4.048711821,unchanged
GTF3C1,0.040563064,7.352360618,1.613395864,0.107615849,0.170225654,-5.173135976,unchanged
SEMA3C,0.040562976,7.286570733,2.673931926,0.007870395,0.021420533,-2.982857068,unchanged
LOC649652,0.040561246,7.354110741,2.441306834,0.015160053,0.035472786,-3.553117868,unchanged
TTTY19,-0.040556474,7.502871779,-2.54893998,0.011258033,0.028140557,-3.295455187,unchanged
LOC645513,-0.040553839,7.603439685,-2.369096717,0.018407741,0.041318482,-3.719977,unchanged
LOC644345,0.040553449,7.293235769,2.619952382,0.009201242,0.024135501,-3.119615947,unchanged
GAGE10,0.040546183,7.338135744,2.898874606,0.003996205,0.012888827,-2.384334316,unchanged
SNORD111,0.04054603,7.277959539,2.60003591,0.009741103,0.025221093,-3.169400175,unchanged
LOC652737,0.040546012,7.249224636,2.798569168,0.005435173,0.016158471,-2.656911067,unchanged
LOC642049,0.040545395,7.295221681,2.552022936,0.011160856,0.027959524,-3.287917532,unchanged
MIRLET7F1,-0.040542395,7.612344712,-2.351434714,0.019289707,0.042845264,-3.760053278,unchanged
LOC646720,0.040539029,7.264339965,2.601821939,0.009691558,0.025117647,-3.16495059,unchanged
LOC647551,0.040538442,7.292640933,2.684304868,0.007635449,0.02093396,-2.956271261,unchanged
IGSF22,0.040535605,7.235240589,2.39233142,0.017301607,0.039378448,-3.666814917,unchanged
LOC650861,0.040529751,7.25115865,2.484663462,0.01346348,0.032385516,-3.450612808,unchanged
LOC100128988,0.040529344,7.25550471,2.575946987,0.010431842,0.026573842,-3.22912728,unchanged
LOC147710,0.040526613,7.311889801,2.381319768,0.017818321,0.040269051,-3.692072524,unchanged
LRRC32,0.040511012,7.34779681,2.168701791,0.030820355,0.062148944,-4.157638093,unchanged
TCP11,0.040508999,7.265706643,2.511459058,0.012501264,0.03055508,-3.386393735,unchanged
FLJ43859,0.040507248,7.249923019,2.496286499,0.013038307,0.031580338,-3.422838087,unchanged
LOC729047,0.040506054,7.234594212,2.489542584,0.013283524,0.032032587,-3.438968713,unchanged
IRX1,-0.040504104,8.127504086,-1.364282259,0.173409887,0.250597899,-5.53337524,unchanged
LOC388813,0.040500211,7.243767607,2.588554242,0.010065057,0.025842692,-3.19793482,unchanged
C8orf62,0.040500112,7.257590454,2.746125678,0.006361599,0.018163529,-2.795785588,unchanged
MUSK,0.040499762,7.261904214,2.702154974,0.007245893,0.020068449,-2.910291162,unchanged
MIR517B,0.040495817,7.284608454,2.478004582,0.013712569,0.032830207,-3.466468844,unchanged
LOC100132288,0.040489513,7.335214749,1.869688142,0.062413882,0.10978234,-4.74070191,unchanged
LOC286478,0.040487536,7.305788675,2.663304337,0.008117835,0.021949514,-3.009993423,unchanged
RASL11B,0.040486669,7.385548858,1.779728923,0.07604196,0.128392557,-4.899597447,unchanged
DAK,0.040482471,7.456945695,1.430345329,0.153565571,0.226652196,-5.443638062,unchanged
ZAR1,0.0404793,7.255588096,2.550380457,0.011212535,0.028055441,-3.29193439,unchanged
MLXIP,0.040476725,7.238597763,2.684250329,0.007636668,0.020934889,-2.9564113,unchanged
TRAF3IP3,0.040476637,9.148307325,0.438154398,0.661561485,0.733560203,-6.347082904,unchanged
DOK5,0.040476104,7.294027083,2.468404623,0.01407887,0.033471266,-3.489256051,unchanged
LOC389105,0.040474407,7.308279711,2.134998245,0.033498522,0.066550227,-4.227561954,unchanged
IL2RB,0.040471897,9.009490026,0.415682557,0.677912904,0.746825071,-6.356460437,unchanged
FLJ40288,-0.040468716,7.602671254,-2.548934935,0.011258193,0.028140557,-3.295467516,unchanged
LOC100134530,0.040463591,7.311515762,2.718856635,0.006897722,0.019322107,-2.867005683,unchanged
TMEM82,0.040463216,7.287236374,2.957876573,0.003321592,0.011220861,-2.219744496,unchanged
LOC649978,0.040461577,7.306233361,2.785347026,0.005656431,0.016644632,-2.692160386,unchanged
LOC642602,0.04045983,7.29820741,2.957706548,0.003323376,0.011224475,-2.220223306,unchanged
C4orf17,0.040457465,7.225864617,2.956683759,0.003334129,0.011247224,-2.223103048,unchanged
MIR215,0.040456645,7.278480061,2.500510563,0.012886772,0.031280805,-3.412713257,unchanged
PTRF,0.0404566,7.70892714,1.111776585,0.267044804,0.355490387,-5.837650158,unchanged
PNLIPRP3,0.040454872,7.218993036,2.515189911,0.01237226,0.03030813,-3.377399733,unchanged
LOC729854,0.040451121,7.239204076,2.497881365,0.012980908,0.03146195,-3.419017223,unchanged
LOC100128253,0.040450754,7.2462611,2.737530796,0.006526367,0.018529599,-2.818306536,unchanged
LOC728494,-0.040446051,7.463423035,-2.641435595,0.008649126,0.023023554,-3.065507418,unchanged
LOC647015,0.04044565,7.264122557,2.814427603,0.005180168,0.015568246,-2.614423909,unchanged
RUFY3,-0.040444078,9.138134866,-0.538834977,0.590364603,0.671956408,-6.299017653,unchanged
MIR586,-0.04044075,7.503050908,-2.770286748,0.005918368,0.01719007,-2.732116263,unchanged
FAM120C,0.040439037,7.273636119,2.474818451,0.013833192,0.03302961,-3.47404113,unchanged
DEFB106B,-0.040435736,7.616070208,-2.52331053,0.012095555,0.029768501,-3.357778913,unchanged
AKR1C1,0.040425888,7.215258389,2.531955516,0.01180705,0.029205837,-3.336824333,unchanged
LOC643242,0.04042577,7.263951951,2.669368469,0.007975801,0.021641815,-2.994522008,unchanged
LOC643158,0.040425262,7.272109708,2.68346942,0.007654136,0.020964487,-2.958416154,unchanged
ELSPBP1,0.040419558,7.208123094,2.548905171,0.011259135,0.028140673,-3.295540244,unchanged
LOC644268,0.040416061,7.260254786,2.647166599,0.008506956,0.022725953,-3.051001577,unchanged
LOC653039,0.040414082,7.262249742,2.615328396,0.009324132,0.024391162,-3.131206751,unchanged
FLJ30058,0.040413624,7.246170851,2.509113154,0.012582991,0.030711841,-3.392042456,unchanged
LOC441956,0.040413233,7.300917159,2.943052688,0.003480505,0.01162153,-2.261392304,unchanged
LOC100128889,0.040412227,7.349301833,2.529111668,0.011901273,0.02938745,-3.343725139,unchanged
LOC388963,0.040411234,7.276105487,2.556012028,0.011036228,0.027740186,-3.27815144,unchanged
ERCC-00163,-0.040406303,7.499484048,-2.738646125,0.00650477,0.018481639,-2.815387874,unchanged
C7orf45,0.040405398,7.230001295,2.719103261,0.006892696,0.019316636,-2.866364595,unchanged
SSSCA1,0.040393295,7.429797419,2.107883156,0.035796057,0.070248701,-4.283044078,unchanged
MMP17,0.040391978,7.330927789,2.412421953,0.016392807,0.037725303,-3.620443265,unchanged
LOC643750,0.040389956,7.260355214,2.876191703,0.004287234,0.013553457,-2.446772364,unchanged
LOC648003,0.04038783,7.267508917,2.729644516,0.006680933,0.018847547,-2.838911479,unchanged
LOC254312,0.04038565,7.27025983,2.836355622,0.004845446,0.014828885,-2.555299059,unchanged
GPR98,0.040384204,7.248838814,2.855452732,0.004570083,0.014203321,-2.503451718,unchanged
FAM73B,0.040382701,7.681227926,0.623734303,0.533233666,0.620296655,-6.250802256,unchanged
ZMAT5,0.040377272,7.713595285,0.651143927,0.515407451,0.60409913,-6.233735765,unchanged
DKFZp547K054,0.040376438,7.245837572,2.510653426,0.012529277,0.030604508,-3.388334196,unchanged
LOC442421,0.040376077,7.348418638,2.362841247,0.018715972,0.041807297,-3.734204211,unchanged
MAPK15,0.040375691,7.406640903,2.373795649,0.01817915,0.040913503,-3.709266031,unchanged
GDF5,0.04037251,7.241358942,2.73960404,0.006486273,0.018449099,-2.812880233,unchanged
NRN1,0.040372282,7.488294401,1.89497444,0.058971018,0.104823243,-4.694658167,unchanged
FAM71E2,0.040369683,7.501908667,2.028584856,0.043304525,0.08190487,-4.441340165,unchanged
CPXM1,-0.040365273,7.664196054,-2.305779955,0.021743497,0.047129655,-3.862303813,unchanged
LOC115648,-0.040361456,7.570228035,-2.425371402,0.015829608,0.036673579,-3.590355986,unchanged
LOC727855,0.040360125,7.273082344,2.563951738,0.010791865,0.027266501,-3.258669867,unchanged
POU4F2,0.040357618,7.267992507,2.422231035,0.015964596,0.036920992,-3.597666706,unchanged
OR10K1,0.04035576,7.29151587,2.776215886,0.005813962,0.01697422,-2.716410523,unchanged
LOC100130549,0.040355021,7.277038825,2.905212118,0.003918176,0.012690401,-2.366806176,unchanged
LOC646825,0.04035232,7.29147994,2.651715352,0.008395613,0.02250685,-3.039466728,unchanged
LOC100133659,0.04035148,7.265576482,2.530443099,0.011857076,0.029306515,-3.340495251,unchanged
LOC650392,0.040337126,7.271434259,2.399067968,0.016992049,0.038797525,-3.65130775,unchanged
TFAP2A,-0.040335819,7.566077169,-2.408862201,0.016550695,0.038002388,-3.628686918,unchanged
SLIT3,0.040331471,7.263868304,2.479286866,0.013664287,0.032743236,-3.46341867,unchanged
LOC646938,-0.040326637,7.575025532,-2.428165341,0.01571036,0.036453743,-3.583844066,unchanged
CYP2C19,0.040326151,7.26011465,2.72526576,0.006768174,0.019033861,-2.850327606,unchanged
SNORD42B,0.040323888,7.315732883,2.732860643,0.006617504,0.0187231,-2.830515369,unchanged
PLGLB2,0.040322417,7.298710612,2.578859885,0.010346051,0.026395953,-3.221933261,unchanged
RGAG1,0.040321431,7.27302665,2.599863378,0.009745901,0.025229359,-3.169829855,unchanged
LOC651441,0.040319193,7.27565729,2.565064845,0.010757995,0.027204016,-3.255934013,unchanged
LOC650148,0.040318032,7.289194174,3.00296959,0.002878123,0.01009608,-2.091838074,unchanged
NFYA,0.040313346,7.88439908,0.925495665,0.355385504,0.448614244,-6.022631317,unchanged
ARL9,0.040304941,7.236268848,2.403126053,0.016807937,0.038483393,-3.641945954,unchanged
MIR216B,0.040293602,7.259528145,2.324536773,0.020704155,0.045286017,-3.820529746,unchanged
WBSCR28,0.04029016,7.255975471,2.74282663,0.006424393,0.01830457,-2.804437964,unchanged
FAM10A7,-0.040288334,7.724241341,-1.593422967,0.112024172,0.175863177,-5.204208503,unchanged
LOC645164,0.040286429,7.287714549,2.621616715,0.009157366,0.024062587,-3.115439215,unchanged
LOC92497,-0.04028293,8.386122997,-0.588000992,0.55693443,0.641879798,-6.271952058,unchanged
GJC2,0.040277484,8.814989175,0.353718133,0.723776365,0.785486561,-6.379763615,unchanged
STRC,-0.04027605,7.712967305,-1.088006965,0.277387262,0.366541205,-5.86312385,unchanged
FAM181B,0.04027574,7.274226884,2.541493107,0.011495884,0.028595944,-3.313626282,unchanged
OR2C3,0.040274624,7.309803435,2.777187977,0.005797005,0.016940902,-2.713832491,unchanged
LOC643123,0.040274448,7.259006186,2.590903143,0.009998009,0.025704142,-3.192107102,unchanged
RCP9,0.040272099,7.457873764,2.24775157,0.025253082,0.053018825,-3.989466369,unchanged
LOC729538,0.040270129,7.296066576,3.032882694,0.002614631,0.009422881,-2.00598031,unchanged
MEA1,-0.040268912,9.129050733,-0.46988575,0.638747489,0.714272607,-6.333001815,unchanged
LOC728895,0.040266205,7.284569513,2.795440108,0.005486814,0.016278118,-2.665267286,unchanged
LOC647947,-0.040264404,7.594693661,-2.186441239,0.029486418,0.060006589,-4.120407306,unchanged
LOC100129532,-0.040258274,7.584764187,-2.502897842,0.012801824,0.031110443,-3.406983809,unchanged
DEPDC1,0.040254648,7.26364316,2.457881548,0.014490338,0.034249989,-3.514136595,unchanged
LOC731157,0.040253682,7.299226169,1.904054569,0.057774003,0.103197885,-4.677976584,unchanged
C5orf53,0.04025212,9.528997257,0.344997344,0.730316497,0.790890991,-6.382742217,unchanged
LOC650463,0.040251923,7.310719199,2.852853244,0.004606708,0.014288927,-2.510528596,unchanged
SASH1,0.040251777,7.678276003,0.963173897,0.336166624,0.428362669,-5.987928543,unchanged
MIR620,0.040250716,7.252353461,2.545984549,0.011351898,0.028302746,-3.302672838,unchanged
LOC649613,0.040238799,7.26206032,2.558736522,0.010951825,0.027578765,-3.271472916,unchanged
LOC647960,0.04023671,7.268891027,2.562526227,0.010835379,0.027346045,-3.262171899,unchanged
LOC653674,0.040226678,7.25713933,2.514729622,0.012388111,0.030334149,-3.378510051,unchanged
LOC654230,0.040224455,7.295700383,2.638679558,0.008718252,0.023170482,-3.072472551,unchanged
LOC650058,0.04021989,7.297628615,2.538407001,0.011595759,0.028791968,-3.321141712,unchanged
HMGA2,-0.040218452,7.556844918,-2.405302428,0.016709924,0.03830341,-3.63691888,unchanged
STAC,-0.040215099,7.469620056,-2.595761746,0.009860591,0.025448697,-3.180036626,unchanged
NPHP1,0.040210746,7.314849854,2.787275339,0.005623663,0.016573036,-2.687029542,unchanged
LOC652894,0.040205759,7.370824875,2.378571122,0.017949398,0.040517296,-3.698359598,unchanged
LOC647785,0.040203414,7.316392497,2.695745673,0.007383657,0.020366595,-2.9268344,unchanged
RSHL1,0.040201979,7.315498832,2.784403808,0.005672523,0.01668261,-2.694668864,unchanged
MED11,0.040198726,8.365786977,0.951313391,0.342142634,0.434726148,-5.999000916,unchanged
SPEG,-0.040198463,7.608217984,-2.288834141,0.022721421,0.04879167,-3.89976296,unchanged
KCNT2,0.040194581,7.282493467,2.858417723,0.004528631,0.014096798,-2.495372312,unchanged
LOC644827,0.040194474,7.320359842,2.221339535,0.02700725,0.055909518,-4.046305294,unchanged
LOC650040,0.04019311,7.266548121,2.712855741,0.007021043,0.019583769,-2.882587446,unchanged
UBE1C,0.040192508,7.525547234,1.538607927,0.124859827,0.191905563,-5.287527674,unchanged
LOC727918,0.040190678,7.282392487,2.78766553,0.005617053,0.016558215,-2.685990913,unchanged
NAP1L4,0.040187183,12.72604231,0.423694357,0.672065193,0.742259456,-6.353173657,unchanged
CDH2,0.040185867,7.783799907,0.507906791,0.611858558,0.690983655,-6.314835418,unchanged
HIST2H3D,-0.040184423,7.658166024,-2.209113936,0.027854373,0.057319237,-4.072394315,unchanged
LOC728518,0.040182363,7.256733004,2.171707738,0.030590722,0.061781031,-4.151350065,unchanged
LOC100129656,0.04018205,7.246445565,2.621183335,0.009168773,0.024084506,-3.116527049,unchanged
LOC651126,0.040181459,7.321974792,2.674108953,0.007866331,0.021414114,-2.982404175,unchanged
CRYGC,0.040180253,7.275092371,2.701944141,0.007250388,0.020079128,-2.910835947,unchanged
OR1C1,0.040179781,7.294700334,3.053945818,0.002442591,0.008991836,-1.945042016,unchanged
LOC100134504,-0.040179294,11.35063613,-0.288950768,0.772800769,0.826363041,-6.400111719,unchanged
LOC441773,0.040174299,7.311219525,2.536870953,0.011645758,0.028881884,-3.324879099,unchanged
LOC389332,0.040172554,7.303426599,2.794486991,0.005502632,0.016312726,-2.667810838,unchanged
MIR539,0.040166782,7.240102616,2.629826119,0.008943679,0.023623548,-3.094800095,unchanged
LOC641753,0.040163545,7.29330508,2.544120681,0.011411454,0.028435438,-3.307220574,unchanged
FAM104B,-0.040162275,8.819714323,-0.756684237,0.449779789,0.542348518,-6.161189226,unchanged
LOC100132861,0.040152512,7.272485866,2.592397888,0.009955551,0.025626432,-3.188395941,unchanged
B3GAT3,0.04015179,7.603575853,0.819792322,0.412927145,0.506718524,-6.112631996,unchanged
FOXC1,0.040151308,7.35891102,2.166231068,0.031010212,0.06245965,-4.162800174,unchanged
CNTLN,0.040140085,7.534452307,1.496240176,0.135548334,0.205018649,-5.349957616,unchanged
LOC390367,0.040139994,7.316077256,2.939446339,0.003520203,0.011717278,-2.271494384,unchanged
TMEM83,0.040137357,7.293600571,2.655034099,0.008315205,0.022342849,-3.031039001,unchanged
LOC389141,0.040135105,13.6059342,0.379671086,0.704434185,0.769250256,-6.370459805,unchanged
LOC100134050,0.040133508,7.252519527,2.736595878,0.00654452,0.018574428,-2.820752216,unchanged
DLST,-0.040132026,7.544536093,-0.99716312,0.319417101,0.410850949,-5.955442497,unchanged
TTC4,-0.040131762,11.08324809,-0.427788802,0.669084361,0.739981497,-6.351469744,unchanged
TTC12,0.040129263,8.265124323,0.599981543,0.548930945,0.634633882,-6.264999706,unchanged
C10orf114,0.040128536,7.461677264,2.553827563,0.011104321,0.027868659,-3.28350126,unchanged
DNALI1,0.040127742,7.352101926,2.427215542,0.015750809,0.036527075,-3.586058602,unchanged
KIAA0853,0.040122103,7.272381105,2.5884255,0.010068743,0.025846533,-3.198254087,unchanged
ERI3,0.040118016,7.584517571,1.206013272,0.228677685,0.313608553,-5.731284454,unchanged
ZNF665,0.040117475,7.276786958,2.409394272,0.016527011,0.037967424,-3.627455499,unchanged
CAP2,0.04011679,7.243100726,2.59618881,0.009848593,0.025426085,-3.178974614,unchanged
CLEC11A,0.040116267,7.33796979,2.269500151,0.023883856,0.050767532,-3.942174545,unchanged
LOC653789,0.040115926,7.258072738,2.677677237,0.007784824,0.021246519,-2.973269207,unchanged
LOC653609,0.040115599,7.364155855,2.984970558,0.003048185,0.010540857,-2.143111903,unchanged
LOC652815,0.040112639,7.29326812,2.596628861,0.009836244,0.025403735,-3.177880129,unchanged
LOC643960,0.040111849,7.406628991,1.705286826,0.089083474,0.146103034,-5.025275417,unchanged
CAPN9,0.040111229,7.276676327,2.664225399,0.008096116,0.021898326,-3.007645685,unchanged
AOF2,-0.040108786,9.674302249,-0.447487261,0.654817336,0.727907253,-6.343043387,unchanged
CD248,0.040102287,7.433791593,1.762443706,0.078921514,0.132379719,-4.929249016,unchanged
R3HDML,0.040098602,7.280526163,2.442348738,0.015117161,0.035390869,-3.550674949,unchanged
LOC652148,0.040093276,7.28225444,2.934250284,0.003578127,0.011863043,-2.286028899,unchanged
MDFIC,-0.040091534,7.580809429,-2.382083033,0.017782072,0.040215737,-3.690325439,unchanged
APOC3,0.040090546,7.274350212,2.604081195,0.009629209,0.024997286,-3.159317844,unchanged
MAGEH1,0.040086362,8.538669364,0.662575334,0.508065784,0.597202526,-6.226401763,unchanged
LOC100131414,0.040085576,7.246076733,2.670461641,0.007950436,0.021595363,-2.991729418,unchanged
LOC728364,0.040084874,7.310621758,2.458066974,0.014482996,0.034239024,-3.513699062,unchanged
MIR718,0.040084304,7.221287136,2.44023224,0.015204403,0.035554066,-3.555636383,unchanged
TNFRSF13C,0.040082302,7.355696702,1.394466091,0.164116422,0.239569269,-5.492894891,unchanged
LOC493869,0.040080647,7.30252532,2.278662454,0.023326676,0.049812288,-3.922119283,unchanged
LOC729789,-0.04007899,14.57063429,-0.429859517,0.667578831,0.738576354,-6.350601778,unchanged
LOC644828,0.0400789,7.331545649,2.439625839,0.015229481,0.035591566,-3.557057128,unchanged
PYY2,0.040074197,7.2687151,2.411171429,0.01644812,0.037822131,-3.623340559,unchanged
NDUFA13,-0.04007385,11.38672886,-0.318050813,0.750647883,0.807759322,-6.391476366,unchanged
TSGA13,0.040071447,7.222035385,2.691501524,0.007476177,0.020577494,-2.937768435,unchanged
CHRNB4,-0.040071433,7.748232524,-1.715309438,0.087228675,0.143690403,-5.008661606,unchanged
LOC644257,0.040070375,7.297317304,2.699535273,0.00730192,0.020202257,-2.917057487,unchanged
MIR564,0.04006998,7.2786676,2.733837622,0.006598344,0.01867827,-2.827962971,unchanged
LOC646818,0.040067594,7.246566248,2.584669284,0.010176834,0.026067923,-3.207562428,unchanged
PLXNB3,0.040067038,7.291376949,2.613824832,0.009364408,0.024469548,-3.13497146,unchanged
MIR1323,0.040066311,7.478110582,2.337425334,0.020015447,0.044135941,-3.791635432,unchanged
CDGAP,0.040060573,7.611045307,1.228135907,0.22027255,0.304285953,-5.705071955,unchanged
LOC100132403,0.040059392,7.269299145,2.607238361,0.009542682,0.024834205,-3.151438593,unchanged
FLJ41423,0.040057794,7.30449187,2.606410084,0.009565314,0.024882802,-3.153506587,unchanged
LOC644662,0.040057297,7.26442246,2.51817459,0.012269911,0.030109041,-3.370195299,unchanged
LOC730079,0.040056834,7.232291633,2.521940443,0.01214185,0.02986475,-3.361093544,unchanged
LOC642505,0.040056669,7.280327988,2.353208229,0.0191995,0.04267808,-3.756042137,unchanged
LOC643109,0.040050271,7.341456691,2.229412153,0.026460216,0.055023173,-4.029002063,unchanged
CDYL2,-0.040049455,7.596884424,-2.504900015,0.012730963,0.030988768,-3.402174558,unchanged
LOC440350,0.040048492,7.325192313,2.637873606,0.00873856,0.023204624,-3.07450806,unchanged
LRRC31,0.040048072,7.227512639,2.592853923,0.00994263,0.025605483,-3.187263285,unchanged
KRT18P40,0.040048023,7.256217816,2.597299204,0.009817459,0.025368632,-3.176212524,unchanged
LOC647269,0.040047273,7.286065069,2.71326826,0.007012502,0.019565156,-2.881517362,unchanged
ITGA3,0.040046915,7.288862129,2.488406856,0.013325221,0.032114396,-3.441681109,unchanged
FLJ31401,0.040045586,7.268225753,2.414458367,0.016303084,0.037560077,-3.615722068,unchanged
LOC652750,0.040045201,7.27073524,2.647479591,0.008499253,0.022711165,-3.050208492,unchanged
LOC646422,0.04004472,7.312496118,2.852228236,0.004615554,0.014310677,-2.512229212,unchanged
CPLX4,0.040043149,7.299428481,2.67442997,0.007858967,0.021406115,-2.981582835,unchanged
AMMECR1,0.04003902,7.945366369,0.6694137,0.503700428,0.593231651,-6.221953653,unchanged
LOC649088,0.04003731,7.287654086,2.914037781,0.003811828,0.012429376,-2.342335873,unchanged
LOC651006,0.040035639,7.302198128,2.606094411,0.009573953,0.024901151,-3.154294575,unchanged
FLJ42842,0.040034855,7.256535412,2.55060189,0.011205555,0.028042442,-3.291392998,unchanged
LOC644419,0.040034831,7.292871446,2.506239484,0.012683752,0.030900971,-3.398955069,unchanged
LOC648972,0.040033954,7.297299199,2.611328711,0.009431615,0.024604248,-3.141216811,unchanged
LOC647621,0.040021103,7.269945791,2.631814511,0.0088926,0.023524221,-3.089791815,unchanged
LOC642775,0.040019746,7.248059998,2.516518955,0.012326591,0.030214102,-3.374192695,unchanged
CLDN8,-0.040019421,7.571293792,-2.378960922,0.017930758,0.040484944,-3.697468422,unchanged
TMEM151A,0.040015458,7.286552829,2.537502368,0.011625182,0.028850429,-3.323343055,unchanged
PRKCABP,-0.040014253,8.206693836,-0.788695307,0.43085723,0.524055661,-6.137042934,unchanged
LOC642062,0.040013171,7.274299218,2.859841121,0.004508853,0.014046363,-2.491490815,unchanged
CLCA1,0.040012157,7.301193218,2.591395293,0.009984012,0.025679792,-3.190885418,unchanged
LRFN1,0.040010535,7.393468759,2.21738335,0.027278899,0.056328809,-4.054762945,unchanged
MRPL3,0.040007273,11.68289272,0.411299939,0.681120015,0.749599339,-6.358231852,unchanged
LOC100129103,0.040006471,7.326447917,2.973605057,0.003160262,0.010818654,-2.175338593,unchanged
NPVF,0.040001954,7.279436401,2.678303358,0.007770601,0.0212206,-2.971665107,unchanged
RFPL3,0.039999285,7.335323023,2.961110099,0.003287822,0.011135939,-2.210633557,unchanged
UGT2A3,0.039997569,7.30055433,2.736018045,0.006555763,0.018591226,-2.822263387,unchanged
LOC100134167,0.039995705,7.255646822,2.445035215,0.015007063,0.035182913,-3.544371418,unchanged
TCOF1,0.03999568,7.273104394,2.746285886,0.006358563,0.018158162,-2.795365158,unchanged
LOC441743,0.039993478,7.222459014,2.375606931,0.018091705,0.040760486,-3.705131836,unchanged
GATM,0.03999165,7.218775923,2.536261121,0.011665661,0.028919835,-3.32636229,unchanged
C9orf96,0.039991514,7.307300901,2.688528063,0.007541618,0.020724941,-2.945419036,unchanged
ADNP2,-0.039991208,8.888037553,-0.652033229,0.514834331,0.603765151,-6.233169785,unchanged
GGT8P,0.039990799,7.316828968,2.484691167,0.013462452,0.032385516,-3.450546752,unchanged
LOC100129680,0.039976581,7.253868194,2.667905245,0.008009867,0.021709187,-2.998258211,unchanged
PROP1,0.039974559,7.521191206,1.831045675,0.067996663,0.117400897,-4.80989636,unchanged
PPIC,0.039972811,7.271084633,2.600035947,0.009741102,0.025221093,-3.169400082,unchanged
METTL4,0.0399716,7.546317062,1.036654103,0.300657303,0.391074751,-5.916292136,unchanged
C6orf94,0.039969098,7.311504191,2.565573778,0.010742541,0.027180246,-3.254682751,unchanged
LOC649112,0.039963947,7.288969938,2.726417688,0.006745124,0.01898664,-2.847326039,unchanged
WBSCR27,0.039962158,7.293552419,2.711277385,0.007053808,0.019647258,-2.886680303,unchanged
ATF6B,-0.039959476,7.49599378,-2.554749683,0.011075532,0.027812284,-3.281243494,unchanged
SUGT1L1,-0.039957261,7.606607766,-2.375034324,0.01811931,0.040813901,-3.706439125,unchanged
CHR415SYT,0.039953125,7.266824985,2.55204747,0.011160086,0.027959524,-3.287857511,unchanged
UAP1,0.039948889,8.144658632,0.642625073,0.520914331,0.608918531,-6.239118391,unchanged
LOC646631,0.039947364,7.276535376,2.529217166,0.011897765,0.029383974,-3.343469272,unchanged
TREML3,0.039946185,7.360234862,1.681635546,0.09358707,0.152085011,-5.064101453,unchanged
LOC652870,0.039945721,7.252016211,2.423798908,0.015897075,0.036800042,-3.594017866,unchanged
LOC387870,0.039944421,7.287002254,2.713552677,0.007006619,0.01955395,-2.880779488,unchanged
MAP3K12,-0.03994237,7.99101764,-0.945818497,0.344934276,0.4376009,-6.004084433,unchanged
NOC4L,-0.039942179,7.678332346,-2.15831403,0.031625386,0.06347902,-4.179302737,unchanged
LOC642571,0.039937223,7.252801735,2.528131182,0.011933913,0.02945622,-3.346102631,unchanged
C6orf140,-0.039933274,7.560689021,-2.477962335,0.013714162,0.032830207,-3.46656931,unchanged
LOC116349,0.039931376,7.351194384,2.223462907,0.026862419,0.055682689,-4.041759858,unchanged
LOC100131704,0.039928985,7.22803472,2.619489838,0.009213469,0.024161523,-3.120776276,unchanged
PRODH,0.039926957,7.202644272,2.49325754,0.013147942,0.031777311,-3.430088181,unchanged
LOC644517,0.039919034,7.706036134,0.946474566,0.3446002,0.43732665,-6.003479021,unchanged
SUSD4,0.039917836,7.394651877,1.236518859,0.217146465,0.300734265,-5.695015906,unchanged
TNFSF8,-0.039913983,7.853921556,-1.192503806,0.233921873,0.319323374,-5.747059236,unchanged
LOC642644,0.039913331,7.440507503,2.355755391,0.019070591,0.042448577,-3.750276135,unchanged
PRAMEF18,0.039912575,7.220535532,2.516625032,0.012322953,0.030208537,-3.373936656,unchanged
LOC642574,0.039911661,7.293102713,2.753481953,0.006223572,0.017870095,-2.776456633,unchanged
C8orf48,-0.039906175,7.775409722,-1.841112412,0.066503975,0.115502649,-4.792006804,unchanged
MIR632,0.03990431,7.281593068,2.0773769,0.038541059,0.074550985,-4.344640338,unchanged
SLC12A2,0.039902849,7.306944201,2.078197762,0.038464908,0.074440339,-4.342994349,unchanged
